id,subject_id,mturk_id,task_type,gender,race,education_level,cognitive_reflection_1,cognitive_reflection_2,cognitive_reflection_3,rgpts_ref_1 ,rgpts_ref_2,rgpts_ref_3,rgpts_ref_4,rgpts_ref_5,rgpts_ref_6,rgpts_ref_7,rgpts_ref_8,rgpts_per_1,rgpts_per_2,rgpts_per_3,rgpts_per_4,rgpts_per_5,rgpts_per_6,rgpts_per_7,rgpts_per_8,rgpts_per_9,rgpts_per_10,paranoia_score,referential_group,persecution_group,What do you think the partner game was testing?,"Did you use any particular strategy or strategies? If yes, please describe.",Did you find yourself switching strategies over the course of the game?,Did any of the partners deliberately sabotage you?,Do you have any comments or feedback about the game or this survey?,wsr_avg,mu02_avg,mu03_avg,kappa_avg,omega2_avg,omega3_avg
246,VM109,AXY0D2AMLKE2A,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,pattern recognition,"not really, just tried to figure out where the hot streak was",no,2,"was interesting, thanks a lot, stay safe",0.033424909,0.135279946,-0.582830654,0.430216527,2.434283132,-1.288572611
247,VM110,AWE9A4ZOP9LNU,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Just to see if you would switch or stick with your original partner.,"Not really, I just shifted to whoever was getting me points.",No,1,Fun game and OK survey. Thanks!,0.020638298,-1.409461299,-3.02695901,0.44782769,0.583881698,-1.800000154
248,VM111,A2CWJRAEFZ44HU,social,Male,Other,"Some college or university, no degree",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,how we choose options based on changing info,skipped to another person if they got more than 2-3 -50's in a row,"nope, stuck with that one",-2,it wasn't until this survey brought it up that i thought that some celebrities were getting paid to say they had covid19. makes perfect sense. ,0,-0.607383431,-3.047063111,0.446785069,0.685305164,-1.569953546
249,VM112,A33ST4DW1A4PGK,social,Male,White,"Some college or university, no degree",0.1,100,47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.111111111,low,low,I have no idea.,"No, I did not use a strategy. Just keep going with the one thats giving me points.",No.,-1,No.,0,-0.545976889,-1.670626014,0.430087627,1.359716064,1.288341071
250,VM113,AOWY4TEB0UCMX,social,Female,White,"Some college or university, no degree",5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,My choices or something.,no,No. Just switching between the choices.,0,no,0,-0.693958885,-1.485164353,0.452814643,1.461425359,-0.111281028
251,VM114,A3OHYXTHW11HS7,social,Male,Asian,"Bachelor's degree (e.g., BA, BS)",10,100,24,1,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0.388888889,low,low,The game was testing if we are able to choose the partner who contributed the most points consistently across all four rounds. The partner's contributions changed over the course of the game so it was important to switch partners at certain times.,I chose partner 2 the most because he contributed the most points. However there were certain times throughout the game when he struggled so I switched to either partner 1 or partner 3.,"No, I committed to my strategy and only switched when my partner started to struggle, otherwise I stuck with him.",-2,"Overall, the game was very interesting and engaging. It did not feel repetitive at all and I enjoyed it.",0,-0.138212475,-0.798284731,0.52858917,1.621785456,0.797287738
252,VM115,A3PHU8OHA8PONE,social,Male,White,"Some college or university, no degree",0.1,5,47,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.222222222,low,low,I have no idea,click till i found 100,nope,-3,,0,-0.095248854,-2.824097645,0.438720263,0.980824103,-0.550687863
253,VM116,A3RFHN13MRS8LA,social,Female,White,"Some college or university, no degree",10,100,24,1,1,2,1,0,0,2,3,2,2,1,2,1,0,1,0,3,1,1.277777778,low,high,If people give other people chances based on them having a bad day,I always gave the better person a second chance,no,0,,0.009615385,-0.431857716,-1.57448316,0.474550285,0.697395275,1.166076166
254,VM117,A3CH1Z6J9R38G9,social,Male,"Black or African American,White","Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,1,1,0,0,0,2,3,0,1,2,2,0,3,0,1,0,0.888888889,low,high,memory and reaction time,"not really, i just looked at random for a lot of 100s and then stuck with them",no,2,,0.012820513,-1.429280663,-2.965453814,0.441722391,0.480648343,-1.773538031
255,VM118,A1PL4QW6IPULOX,social,Male,White,"Some college or university, no degree",10,5,47,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0.388888889,low,low,If we had a bias towards different colors? I have no idea honestly.,No,N/A,1,None,0.081632653,-0.283951518,-1.680898535,0.497803242,1.121356866,-0.079746296
256,VM119,A36ZRUGMKQA5KO,social,Male,White,"Some college or university, no degree",5,5,47,0,1,0,1,0,0,3,3,2,0,3,0,1,0,1,3,2,2,1.222222222,low,high,Trust in your judgement and how people make choices. ,I just stayed with the two most consistent players that I felt would make the most points.,"No, I did not change my strategy.",-2,Thank you. It was fun and interesting. Good luck with your study and stay safe.,0.01724138,-0.119078048,-0.471967034,0.476454619,2.27041692,0.148827626
257,VM120,A23VWLX98JNB0Z,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,100,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I'm not sure what the game was testing.,I started off choosing one of the three until I started getting +100 points. I would keep choosing the same person that kept giving me 100 points until I got -50 points two times in a row and then I looked for a different person that gave me +100 points.,,0,,0,-0.328697624,-0.28891857,0.578062006,1.156306479,-0.206611574
258,VM121,A2NHFSO7GMM8QR,social,Female,Black or African American,"Bachelor's degree (e.g., BA, BS)",1,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,luck,no,yes,3,,0.22559475,0.012664287,0.999353644,0.625556943,-1.339620914,-1.886884993
259,VM122,A1DZMZTXWOM9MR,social,Male,Black or African American,"High school degree or equivalent (e.g., GED)",10,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,low,low,How people make decisions when assessing whether or not someone is helpful to them.,"No, not in particular. I simply looked for who was helpful at the time and then utilized their services until they had failed to be of use to me on consecutive occasions.","No, I stuck with the same strategy throughout the the task.",1,"No, not in particular.",0.040816327,-0.001391151,0.963680691,0.631596123,-1.114238697,-1.875540009
260,VM123,A12EJQCFEXP9GH,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,0.611111111,low,low,I think that the game was testing how people reacted to people failing them.  ,"Yes, I went left to right, if we failed two times in a row I would move down to the next person.  Switching back to the person on the far left if I failed with the rightmost person twice.","No, I pretty much stuck with that strategy throughout the game.",-2,I thought the game and the survey were interesting and I had no technical problems.,0.044444445,-0.43061218,-2.968299543,0.44814588,0.467594312,-1.173001546
261,VM124,A8UJNIY9R8S7W,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,100,47,0,1,0,0,0,1,1,0,3,0,3,2,1,1,0,3,3,3,1.222222222,low,high,The game was testing psychological patterns in choosing each option for those playing the game.  ,"I noticed a little bit into the game that once you find the 100 person, it often sticks with that person for a handful of times in a row.  Once I found the 100, I kept with it until it changed back to -50 and then looked for the 100 again to repeat the process.","I switched my strategy at the beginning, which was more random selection to what I listed in 12.3.",-1,This was an interesting and fun new game that you don't often see in HITs.  I enjoyed it.,0.05,-0.013472531,1.400066674,0.507335425,0.264434995,-1.372154008
262,VM125,AX9DKJZE40514,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",0.5,5,47,3,2,3,1,3,3,4,3,3,1,3,2,1,3,4,3,4,3,2.722222222,high,high,The mental ability of memory ,No strategies work for the game.,No strategies work well.,0,Very interesting survey and easy game.,0.255622189,0.011221058,1.001766332,0.62283368,-1.316746669,-1.894914432
263,VM126,A1A0MAFUY61BV0,social,Male,Black or African American,"Master's degree (e.g., MA, MS, MEd)",10,5,24,2,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,4,4,3.111111111,high,high,Luck,my knowledge,no,1,nice,0.197628459,-0.023091478,1.004123028,0.616233287,-1.502534997,-1.945601992
264,VM127,ALKQPW0O9C98N,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333333333,low,low,How long people would go on trusting someone before switching to someone else,"I stayed with someone as long as it was going well, and left after one or more negative outcomes.",No,-1,No,0.01,0.007564144,-0.325211911,0.485594276,2.006239785,0.381902707
265,VM128,A2DVJ6OMVVYTC7,social,Male,Other,"Associate degree (e.g., AA, AS)",0.9,5,24,1,0,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1.388888889,low,high,How much trust do I have in certain individuals over time? ,,"No, pver time the person that had the most points would change gradually throughout the game. ",-2,,0.195288754,-0.324449441,-0.7995141,0.484081627,1.817661721,-1.209000606
266,VM129,A2Y5I2HJTRFR8H,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,Randomness,I tried to stick with what was working until it did not,Not really.  I tried to stick with what was working until it did not.  At times it was challenging to find one that was working,1,One question I did not see was something along the lines of: bioweapon that escaped its lab...,0.017857143,-0.200212336,-1.185069692,0.459949713,1.855370876,-0.906170945
267,VM130,A24ZP6TOKYBSQS,social,Male,Native Hawaiian or Other Pacific Islander,"Bachelor's degree (e.g., BA, BS)",10,100,24,2,4,2,3,3,4,1,3,1,1,3,2,2,4,1,0,2,2,2.222222222,high,high,My personal opinion,NO,NO,-3,Great survey!,0.153065539,-0.093541052,0.550640639,0.41454603,2.248904088,-1.480160612
268,VM131,A2ZYO0FHHESP4J,social,Male,Asian,"Bachelor's degree (e.g., BA, BS)",10,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,math,none,none,-3,none,0.074276222,0.012644989,0.059865142,0.532711726,1.481147734,1.008419371
269,VM132,A171UXH8M8F6HS,social,Female,"American Indian or Alaska Native,Black or African American,White","Some college or university, no degree",10,100,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,To determine how much we trust someone to be fair,"If I got negative points, I typically switched to a different player, one that I noticed consistently gave me more positive points.","No, I pretty much stuck to my strategy.",2,None,0.00877193,-0.089272907,-1.499252031,0.447724575,1.204099167,-0.041593392
270,VM133,AW0XXNPFHP7XD,social,Male,Asian,"Some college or university, no degree",10,100,47,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.277777778,low,low,Ability to choose the right people.,"Yes, I switched partners every time there is a negative number.",No,1,It was an okay game.,0,-0.030116439,-0.410526617,0.41559982,2.208069182,0.704866553
271,VM134,ASC9DUCC64M3P,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",0.05,5,47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.111111111,low,low,"To see if we would stick with our chosen player, even if they start to give negative points.","I looked for a pattern of 100 points.  If that pattern was broken, I would try the other players.  If they gave me negative points, I would switch until I found someone giving 100 points.","No, I more or less stuck to this strategy throughout the game.",-1,No additional comments. Thank you.,0,-0.065031623,-0.969183441,0.482973594,1.748497976,0.601452853
272,VM135,A1DIOT6SG0NJU6,social,Female,White,"Associate degree (e.g., AA, AS)",10,5,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,Try to find a dependable friend to help you with projects.,"Yes, I tried to find the dependable person and stick with him until I had to find someone else.","No, I pretty much stuck with the same strategy.",3,No,0.008474577,-0.040434446,-0.671094568,0.396831466,2.267778852,-0.327544747
273,VM136,A3F8K7ZV8AX8UR,social,Male,White,"Bachelor's degree (e.g., BA, BS)",I am not sure,1,24,3,1,3,2,3,2,2,0,3,1,3,2,1,3,1,2,2,4,2.111111111,high,high,perception,no,no,1,,0.107801419,-0.056252144,0.648947546,0.586490662,0.543131452,-0.645796868
274,VM137,A286W816CMIZL9,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",10,100,47,3,1,3,1,4,1,3,4,0,0,3,0,0,1,0,3,1,0,1.555555556,high,low,To see if we could pick up on patterns and remember them,In one of the sets (2nd or 3rd maybe) I noticed a pattern that I was able to pick up on and choose correctly for several times in a row,Yes. Sometimes it was random guessing and other times I tried to follow a pattern,2,It was a fun game. I liked trying to figure out the patterns,0.2,-0.009629729,0.856203648,0.515928836,0.355521954,-1.060840788
275,VM138,AW02W1A865GT4,social,Female,White,"Bachelor's degree (e.g., BA, BS)",10,100,24,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.555555556,low,low,not sure,continued until I got a negative,no,0,,0.057169812,-0.038076695,-2.458376545,0.418303584,1.838337114,-1.22573777
276,VM139,A2NAKIXS3DVGAA,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Whether people can get a high score in the game.,No.,No.,0,No.,0.00862069,-0.040097812,-3.116951651,0.437817612,0.846099462,-0.17378142
277,VM140,A23WCDJKAT0RN5,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,I think it was comparing the results of the game to people's responses indicating various beliefs in conspiracy theories. ,My strategy varied so much that it's hard to pin one down.,"Yes, every round was different. ",1,This was an interesting game and an interesting survey. Thanks for the opportunity.,0.082697712,-0.148877436,-1.562319767,0.459070149,1.742209933,-0.81472396
278,VM141,A2ZRL1ZWWXJ0L7,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",10,100,47,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.222222222,low,low,Perceptions of patterns,I kept choosing the same person until the numbers were negative.,No.,-2,no feedback,0.009433963,-0.162950848,-0.581530959,0.438935422,2.401538017,-0.937321393
279,VM142,A2UR8ZKKO51K5N,social,Female,Black or African American,"Bachelor's degree (e.g., BA, BS)",0.1,5,47,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1.222222222,low,high,ability to reason ,no,no,2,None,0.293877551,-0.011106913,0.996595377,0.618234236,-1.458750804,-1.940444098
280,VM143,A1NCO5A4JYHGKQ,social,Male,White,"Some college or university, no degree",0.05,5,47,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.222222222,low,low,How quickly you adjusted and found the correct partner,"Yes, I stuck with the good partner until they went bad, then moved to the next one that was good and stuck with them. Repeat, repeat. ","Not really. I went one at a time at first but saw that most stuck as good for at least a few times and it was more productive than guessing, especially when they started switching more. ",-1,"For the first time in my life I'm not sure what I believe (sincerely) about a specific subject (covid). Too many half truths and plain out lies that, now, I don't really believe any of it and have to go by logic alone. May not be a conspiracy theory but something just isn't right about the whole situation. ",0.12264151,-0.049640017,-0.638854614,0.46483482,1.656624167,-0.035198777
281,VM144,A17T6TVHCLK3MH,social,Female,White,"Associate degree (e.g., AA, AS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,To study if people would choose one more if they were 100 many times.,I tried to watch which one came up with 100 the most.,"Yes. If one stopped coming up with 100, I would try another one.",-2,none,0.071428572,0.069597636,0.578598945,0.414917496,2.772852357,-0.9272557
282,VM145,A2H8I5RMCV8F9H,social,Male,White,"Bachelor's degree (e.g., BA, BS)",0.1,10,24,1,2,1,1,1,1,1,1,2,0,1,1,1,0,1,1,1,1,1,low,low,to motivate,no,no,-2,more valuable and interesting.,0.198752229,-0.00907272,0.656716489,0.476760676,1.681773219,0.717603874
283,VM146,A1V3I0EG3DVY29,social,Male,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0.277777778,low,low,it was fine,no,no,0,none,0.04038947,0.176199253,-1.036585508,0.429477314,2.189964302,-1.167787788
284,VM147,A2MHY064OSYIBI,social,Female,White,"Associate degree (e.g., AA, AS)",10,100,24,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.222222222,low,low,How much you trust people,I would change the player if there was a negative number and then keep pressing on a number that was 100 until it was negative,yes,0,no,0,-2.80E-05,-1.297411241,0.431796393,2.372009556,-0.902822801
285,VM148,A3OL2IJ8J3NPFT,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,2,4,2,3,3,2,4,3,3,2,3,2,3,2,1,2,1,3,2.5,high,high,How well can people focus on profit,None,no,1,,0.126785715,-0.243219783,-1.203968473,0.445823342,1.553705741,-0.986207807
286,VM149,A2YP60DM1HYTH8,social,Female,White,"Associate degree (e.g., AA, AS)",10,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,judgement,no stratagy ,no,-2,,0.028846154,0.021092731,-0.578056478,0.448294051,2.597907769,-0.370574235
287,VM150,A2EHH2ZFIRF1BF,social,Male,White,"Some college or university, no degree",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Willingness to gamble,I tried to stay with my original choice in each section until they proved to be unreliable,no,-3,There is no doubt that politicians have used the virus as an excuse to push their agendas. There have also been cases where particular incentives have led to unreliable numbers. Both have contributed to mistrust concerning issues surrounding the virus.,0,-0.713000705,-2.934671544,0.465398734,0.117455041,-1.216426305
288,VM151,AXG6YDR6J58B,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",0.1,100,24,3,4,2,3,4,3,3,4,4,3,4,3,3,2,4,3,3,4,3.277777778,high,high,people choice among various things,no i just choose it randomly,yes my mind is full focused to that game,1,none,0.406862745,-0.014290873,0.965848771,0.6199582,-1.350439022,-1.86696797
289,VM152,A3MCGKRH5KEZR8,social,Male,White,"Some college or university, no degree",10,5,47,3,1,4,3,0,4,2,4,4,2,4,,,1,4,2,3,0,2.5625,high,high,no idea maybe if people stick with one person even if they are getting a lower score for it.,test all of the partner's until i find the best one again,no i tried my same strategy,-1,"Seemed kind of easy, maybe with more partners it would be harder",0,-0.783642972,-2.41015603,0.420597811,1.213073143,-0.830915493
290,VM153,A2USG1JP96FTV,social,Male,White,"Master's degree (e.g., MA, MS, MEd)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Decision-making aptitudes.,"Yes. I basically stayed with the good until proven otherwise. In other words, I rode the bet until it lost and moved on to the next and repeat.","I almost did in the last game and may have for a second, but then decided to go back to my safe strategy.",-1,It was ok.,0,-0.205516255,-0.031044344,0.446094051,2.711655286,-1.296548052
291,VM154,A1K8VUKRL53OX,social,Male,"American Indian or Alaska Native,White","Bachelor's degree (e.g., BA, BS)",10,100,24,0,4,0,0,0,3,4,4,4,3,4,3,4,3,3,4,0,4,2.611111111,low,high,My ability to make right choices given options,no,yes,3,all was good,0.264285715,-0.013498559,0.99378547,0.633446474,-1.111563885,-1.869047201
292,VM155,AK3H5QRAROFGP,social,Male,White,Completed some postgraduate,5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,perceptions of others,I normally stayed with one until they became consistently low rewarding,no,0,no,0,-0.955895289,-3.918798321,0.393353684,1.178247714,-1.03402824
293,VM156,A1H2UHJ78F185L,social,Male,Asian,"Master's degree (e.g., MA, MS, MEd)",10,5,47,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1.111111111,low,high,biases towards colors,I tried to predict which classmate provided the most points by going back and forth,no,1,no,0.120585702,-0.132300585,0.938496357,0.623467131,-1.351461739,-1.915776238
294,VM157,A3VMKLJTSGYKHN,social,Male,White,"Associate degree (e.g., AA, AS)",5,100,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,How people recognize and react to patterns in different people.,"I consistently clicked on the good choice until I saw a bad entry, where I just moved to the next positive one and repeated.",No,-2,It was fun and different than usual! ,0,-0.013843442,-0.015255868,0.432146791,2.800532213,-1.035722334
295,VM158,A20X14OMRL0YPZ,social,Other,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How long it takes for someone to cut their losses,"Not really, just kept going with who seemed to work",No,-2,I forgot some could sabotage but I only think of sabotage with like statements made and stuff not just based on results.,0.009615385,-0.538265051,-0.890144755,0.54481796,-0.271737721,-1.697241721
296,VM159,A1FUR4UJ0S46W6,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.388888889,low,low,"To see how we adapt to new information, but also to see how quickly we change off when we hit adversity or poor results. I think it was mostly random, but it wanted to see how our patterns changed over time.","Not really. I went with one person until they started to continually disappoint. Sometimes all of them failed, so I would just kind of go back and forth until I found a good pattern in one.","Only when there were all fails, I would quickly switch back and forth between people. I felt like once you got into a rhythm, you could pretty much stick with certain people and you had a sense of when to change.",-2,"No real comments. It was not the easiest game, but it was straightforward to play.",0.00925926,-0.960245248,-2.834881279,0.439215573,0.504293672,-0.876217177
297,VM160,AJKB6GCZQNDUI,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",5,5,47,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,staying with an option or moving to another option when results changed.,I just continued going with a person that was successful until they are not.,No,0,Thanks for the survey.,0,-0.208454065,0.330841421,0.574166951,0.360184028,-0.448233994
298,VM161,A1VRG5HKZC0H0C,social,Male,White,"Master's degree (e.g., MA, MS, MEd)",5,5,47,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,To see when we would change partners.,I tried to stick with the partners that seemed like they were on hot streaks.,"Not really but it seemed in the last couple of rounds my ""hot streak"" strategy was not as effective so I did switch partners more.",2,N/A,0,-0.557928382,-3.7607194,0.390917576,1.420866668,-1.167453062
299,VM162,AW6O5FZEZ6EBX,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,5,47,2,4,3,3,2,3,3,4,4,2,3,2,3,2,4,3,3,4,3,high,high,about points,na,na,2,good,0.060035843,0.037569958,0.497371922,0.54862982,0.026618743,-0.498736737
300,VM163,AQV468FB908WI,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.277777778,low,low,I'm not sure,I just tried to get the most points possible by switching,No,-2,No,0.02,-0.341136962,-2.557318231,0.440294498,1.171859117,-1.251478142
301,VM164,A1NR3COO33J99C,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,5,47,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.166666667,low,low,To see if we can find patterns,I didnt really have a set strategy,"I clicked on the ones that gave me positive points until they didnt, then I switched to another",-2,"I have none, thanks!",0.32190022,0.006236853,0.236665038,0.486771865,1.535558786,-0.788484471
302,VM165,AC1Q894GHXZHR,social,Male,White,"Associate degree (e.g., AA, AS)",5,100,47,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.277777778,low,low,Pattern recognition.,"I kept using the person that succeeded till they failed twice in a row, then I would switch to another and repeat.",Somewhat but it was mostly the same overall strategy.,-2,The game was fun but I would have added an extra dollar to the survey itself and made the bonus just one dollar. The reason being that there appears to be a randomness to the game and you don't really get that much info/time to nail down a strategy that would put you ahead of someone that might just be guessing. The survey was a bit lengthily but not too repetitive.,0,0.02253914,-2.528443935,0.460649753,0.83547474,-0.641888076
303,VM166,A30PLS3F9AM54J,social,Female,White,"Doctorate or professional degree  (e.g., PhD, MD, JD)",5,100,47,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.111111111,low,low,Your ability to change when presented with a different outcome.,I just stuck with the partner that resulted in 100 until the partner changed.,Not really.,0,No comments,0,-0.144963977,0.234452608,0.44123812,2.715375188,-0.522894709
304,VM167,A3GVUYY3TWRPZT,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,1,0,0.388888889,low,low,If I paid attention to the patterns of the partners I chose.,I just tried to switch it up after every 4 or 5 choices since I noticed I would lose points eventually when I picked the same one. ,Yes. With every section I realized the partner that was successful would change so I just tried to figure out which ones would gain points more often.,-3,none,0.297714515,-0.128383919,-1.696619564,0.529163398,-0.225555057,-1.307839016
305,VM168,A3ET6NWQH4NNDG,social,Male,White,"Bachelor's degree (e.g., BA, BS)",0.1,5,47,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.166666667,low,low,Human psychology,"Yes, I started of in ascending to descending order and sticked to one partner until I didn't fail 2-3 times.",No.,-3,"None, thank you.",0.025423729,-0.533553583,-1.239024049,0.477358862,1.008744806,0.082189431
306,VM169,A4RWSNLM3WVXU,social,Female,Black or African American,"Bachelor's degree (e.g., BA, BS)",10,5,47,3,2,3,2,3,2,3,1,3,2,3,1,3,1,2,1,2,0,2.055555556,high,high,my knowledge and psychology,none,none,-2,none,0.013888889,-0.113321067,0.542030147,0.538423655,0.801550697,-0.857627176
307,VM170,ADAL2H41ZBWAK,social,Male,White,"Some college or university, no degree",I decline this question.,I decline this question.,I decline this question.,1,0,1,1,0,0,3,3,2,0,1,0,1,0,0,1,1,1,0.888888889,low,low,I would say the game was testing the choices that people make based on the useful or useless information that are provided by others,I did not use any particular strategy.,I did not.,0,I do not have any comments or feedback about the game or the survey.,0.017424243,-0.03207756,-0.623925225,0.465920511,1.764578614,0.236160633
308,VM171,A5KY3NHA1TEU1,social,Male,White,"Master's degree (e.g., MA, MS, MEd)",5,100,47,0,2,3,2,1,3,2,1,2,3,2,1,3,2,3,1,2,3,2,low,high,its about guessing,no,no,-1,"its really good to do, i liked this survey a lot.",0.724731664,0.019237681,1.000502951,0.615855774,-1.540316504,-1.938983461
309,VM172,AP26GRD3QSPRP,social,Female,"Asian,White","Bachelor's degree (e.g., BA, BS)",0.1,100,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,"I think the game was testing my ability to identify patterns, real or not, in the selections offered.","My strategy was to click a person until they stopped working in my favor, and then I switched to one of the other two. I would try to avoid clicking any person more often than any others, when looking for someone new when my current selection betrays me. ","In round 3 and 4 the strategy did not work as well, because the selections were not as loyal. Few times, if any, did a selection stay productive on consecutive clicks.",2,The game was fun and I had no technical errors.,0.238095238,-0.004875962,0.082756536,0.533689613,1.016148832,-0.706679406
310,VM173,A2OA3ZDP0Y3Q9U,social,Male,White,"Some college or university, no degree",5,5,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,"Don't know, but I would guess that it had something to do with measuring trust issues.","If the performance of a particular partner dropped off after two or three rounds, then I would switch to another and repeat. Occasionally, I would switch to a different partner anyway, thinking that perhaps there is some kind of ""fatigue"" value being factored into the partner performance. ",Not really.,-1,,0.008928572,-0.845811581,-3.428351585,0.441703429,0.287746162,-1.670108784
311,VM174,A2SR85I8JMO1ZZ,social,Female,White,"Bachelor's degree (e.g., BA, BS)",0.05,100,47,0,1,2,1,1,0,0,2,0,1,0,0,0,0,1,1,1,1,0.666666667,low,low,Response to how quickly you adapt to patterns,I tried to figure out which one was in the '100' category and didn't usually immediately switch if they flipped to '-50' unless they did it twice in a row,"Only after 50% of the task was done; I tried to switch to changing people after they flipped '-50' once and it was worse for me, so I went back to my normal strategy. ",-2,"None, thank you do much!",0,-0.772123919,-2.931837143,0.444215788,0.612090864,-1.483195037
312,VM175,A2OO4PG3LBLP5I,social,Male,White,"High school degree or equivalent (e.g., GED)",10,10,24,1,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0.176470588,low,low,Perception of trust,Just chose the one who consistently gave most.,no,-2,User screeners to weed out repeats. No way of knowing of prior participations!,0.009090909,-0.222485299,-0.369081186,0.445106396,2.470738557,-0.844215911
